Epoch,Train Accuracy,Train Accuracy Std,Test Accuracy,Test Accuracy Std,Loss,Loss Std
0,0.09381663113006397,0.0,0.1024,0.0,0.05104286920255435,0.0
1,0.1023454157782516,0.004264392324093813,0.1134,0.005499999999999998,0.06660995092282672,0.007783540860136183
2,0.10021321961620469,0.003624036612361607,0.1148,0.005544967688514211,0.07136988931341466,0.008680622054996022
3,0.11087420042643924,0.0061010251291362455,0.121,0.006702984409947555,0.07549183056362148,0.00925948395772486
4,0.12153518123667377,0.0095925133298098,0.1358,0.010947584208399586,0.07773294557195737,0.009494000123473659
5,0.13859275053304904,0.015047558891073294,0.1262,0.010508832264126949,0.08031596335520877,0.009729888453597861
6,0.14072494669509594,0.017338104746582643,0.1277,0.010201460479674828,0.08324160263228264,0.0100624760013335
7,0.14712153518123666,0.01930785743739321,0.1417,0.011903229603767204,0.08471485017649909,0.010274686086297618
8,0.15991471215351813,0.02221408797864211,0.1378,0.012163241527012624,0.08654622228415028,0.010480820348365184
9,0.13859275053304904,0.021529902876527653,0.1367,0.012102582369064875,0.08879749951904008,0.010743873664014508
10,0.1300639658848614,0.02057220261511393,0.1443,0.012712003827969613,0.09021359159430462,0.010967421369693375
11,0.15991471215351813,0.01999801570308809,0.1371,0.010156274777465009,0.0914686400054106,0.007647995619983829
12,0.14072494669509594,0.017778049215426403,0.1479,0.00967903929390167,0.09274591864553342,0.006647310870610378
13,0.13219616204690832,0.01402065618920343,0.1528,0.00906931070667528,0.09323148580311712,0.005828742280780664
14,0.12153518123667377,0.012369107294858555,0.1429,0.007580008504323712,0.09464225627338962,0.005307495620517069
15,0.11940298507462686,0.012657358183612723,0.1429,0.007567612591205927,0.09434266026213226,0.00459975423135143
16,0.17270788912579957,0.01593704577716183,0.1465,0.006407988299738597,0.09548976412142264,0.003988965418591217
17,0.16844349680170576,0.017625226472834744,0.144,0.0046515615435451805,0.09682324190320236,0.0036397045762789487
18,0.16631130063965885,0.01870492433698751,0.1504,0.005060232248941064,0.09768225114419261,0.0032569496240874487
19,0.1535181236673774,0.018370500871019168,0.1546,0.00549433968689972,0.09926757014700091,0.0030444452945973146
20,0.1257995735607676,0.01917507528903466,0.1487,0.0047924872336081925,0.09905717142228125,0.00285370639319964
21,0.13859275053304904,0.018739040959266453,0.1516,0.004937577282583798,0.09889378060282929,0.002611829769871833
22,0.14285714285714285,0.018168960117000175,0.1482,0.0037605828632107526,0.09969325960953353,0.0024405230116222205
23,0.16417910447761194,0.01903544671012354,0.1523,0.0039344841198378465,0.09972401435123578,0.002274832374729084
24,0.13432835820895522,0.01890472624964002,0.1471,0.0037203261209578105,0.1003558779798591,0.002066537361806326
25,0.17057569296375266,0.018347989247837537,0.1523,0.0034986420033733933,0.10142904574047527,0.002039955392874481
26,0.17270788912579957,0.01640178003590322,0.1498,0.0029271315606842338,0.1008463814886394,0.0016795286086051053
27,0.16631130063965885,0.015885094978521325,0.1511,0.002780599852044533,0.10183282234648397,0.0014388082519621972
28,0.14072494669509594,0.015730601717599133,0.1448,0.002628797921559713,0.10253051905108414,0.0013712175611953136
29,0.15991471215351813,0.015316725152268588,0.1457,0.0029093465796740567,0.1026657813870068,0.001313213878866942
30,0.17484008528784648,0.016701422158199662,0.152,0.0025855606678131023,0.10289132366302425,0.001396456509978928
31,0.13646055437100213,0.01530445508288574,0.1477,0.002626470465746379,0.10334280638425335,0.0014250046501521733
32,0.15565031982942432,0.01443525315907026,0.1503,0.002549671831095322,0.10412707848589557,0.001418691712964737
33,0.14498933901918976,0.014267700112097652,0.1519,0.00263692783931454,0.10357289929697508,0.001339292408895224
34,0.14072494669509594,0.014695787106822926,0.1504,0.0025100130057942303,0.10431213143156536,0.001238875494370779
