Epoch,Train Accuracy,Train Accuracy Std,Test Accuracy,Test Accuracy Std,Loss,Loss Std
0,0.09381663113006397,0.0,0.2619,0.0,0.05969788554285381,0.0
1,0.1023454157782516,0.004264392324093813,0.3543,0.04619999999999999,0.07689914580728453,0.008600630132215362
2,0.39658848614072495,0.140760837676499,0.4532,0.07811292395557144,0.0872979339347211,0.011381177543243226
3,0.4136460554371002,0.15366612150726866,0.4902,0.08904821727581075,0.09598941544988263,0.013515815294927824
4,0.488272921108742,0.1668919937151118,0.5056,0.09211680845535195,0.10174544849820229,0.014899711555320432
5,0.5053304904051172,0.1706674711634468,0.5119,0.09180772328925033,0.10607278491578885,0.0158330375683736
6,0.4989339019189765,0.16829829505817998,0.5276,0.09166550549666534,0.10976209720251148,0.01652658018020317
7,0.5245202558635395,0.16689373030289448,0.5433,0.09187491496594703,0.11257024056939428,0.0170165680590667
8,0.535181236673774,0.1649269347500111,0.556,0.09214534948709438,0.11488232469317247,0.01736311631803827
9,0.5223880597014925,0.161034318053525,0.5595,0.09170552055356318,0.11780275418750767,0.017711956055587133
10,0.5330490405117271,0.15768580647384212,0.5633,0.09094055364643797,0.11945715923108526,0.01795232000386419
11,0.5479744136460555,0.1225610881490403,0.5671,0.06024641822623906,0.12106241770326964,0.013476881282359712
12,0.5735607675906184,0.051629560655350876,0.5644,0.035406085763480116,0.12308201376499651,0.010743162131121248
13,0.5714285714285714,0.042315782730898754,0.5701,0.026967593040168887,0.12430021954751981,0.008718143482291909
14,0.5181236673773987,0.02612115608129176,0.5717,0.02264192702717974,0.12530933188667684,0.007386767574807033
15,0.5756929637526652,0.025824602819294884,0.5736,0.018882209914087643,0.12597967384021674,0.0063461689505212296
16,0.6289978678038379,0.03493460628827418,0.5735,0.013559285190452828,0.1269676416540451,0.005500548810647506
17,0.5650319829424307,0.031461203435198266,0.5772,0.009311487617609368,0.1281027825815337,0.0048538234340496575
18,0.5543710021321961,0.03004145573337371,0.5834,0.007633430172494349,0.12853769692721398,0.00423200411806699
