Epoch,Train Accuracy,Train Accuracy Std,Test Accuracy,Test Accuracy Std,Loss,Loss Std
0,0.09381663113006397,0.0,0.2766,0.0,0.06011684574901676,0.0
1,0.1023454157782516,0.004264392324093813,0.3981,0.06075,0.0753499137630849,0.0076165340070340724
2,0.39872068230277186,0.14176565921602408,0.4825,0.0845119452437872,0.08548851212713002,0.010427309191151894
3,0.4925373134328358,0.17693695539733437,0.5131,0.0916426585984933,0.09657933516924315,0.01342052256905158
4,0.5223880597014925,0.18731801390701402,0.5356,0.09459114969171267,0.10301903997466508,0.015279705279493511
5,0.535181236673774,0.18855843286001026,0.5562,0.0964037473338044,0.10732205156514894,0.01641299383295675
6,0.5287846481876333,0.18457419865692037,0.5729,0.09755581134166541,0.11064485741703749,0.01714083140512417
7,0.5692963752665245,0.1834321973134071,0.5864,0.09823565735006815,0.1134262833196217,0.01763605611780187
8,0.6012793176972282,0.18357261012853682,0.5915,0.09793873368364303,0.11565401813368807,0.017966934268215558
9,0.5778251599147122,0.17992299513305599,0.5958,0.09713007824561863,0.11820334812471353,0.018256889645963816
10,0.535181236673774,0.17361908178246918,0.6005,0.09612763123890708,0.11964098923305459,0.018430126632182898
11,0.5991471215351812,0.13587005933848434,0.612,0.06127295791701937,0.12063667016115778,0.01407346482931837
12,0.6098081023454158,0.05801884620692456,0.6076,0.04017908464581053,0.12206687854487759,0.010868192388796482
13,0.6353944562899787,0.042403594227952146,0.6194,0.031957414845953415,0.12336251953009095,0.00813614408725378
14,0.5991471215351812,0.036704168648326034,0.6204,0.0254582140213532,0.1239424727078694,0.006554702681577012
15,0.6226012793176973,0.035181103177642795,0.6165,0.01943555572774498,0.12508629815283615,0.005516021814671658
16,0.6695095948827292,0.03949215554001533,0.6294,0.016211066519077333,0.12550777400226226,0.004674943583545212
17,0.6183368869936035,0.03376198290407877,0.6273,0.0138641102750594,0.12669567925843603,0.004041074155275717
18,0.6289978678038379,0.0326209369882532,0.6288,0.012692393765721729,0.12692511661538183,0.0034759359834905645
19,0.6353944562899787,0.03336795647905301,0.6263,0.011026339614271631,0.1277387179037147,0.003010836677069759
20,0.6289978678038379,0.0318186408690935,0.6381,0.01041660308520539,0.1279423776338858,0.002704553447300615
21,0.6289978678038379,0.018739040959266446,0.6325,0.00873767372638508,0.128716631881845,0.0024692232167479906
22,0.6183368869936035,0.01705756929637526,0.6295,0.008069931948467245,0.12949653560800084,0.0022417229161313204
23,0.6268656716417911,0.016189659250103582,0.6355,0.0063891178143998025,0.12971280837681756,0.0020498476471510216
24,0.6226012793176973,0.016105895001233557,0.6311,0.005888214872112359,0.12947196715167844,0.001853433997921945
25,0.6481876332622601,0.014406593662385761,0.6327,0.005354769249837768,0.1302329947762906,0.001663746116307395
26,0.6119402985074627,0.015316725152268583,0.6332,0.00337139155123453,0.13109074529808468,0.001616689103094657
27,0.6226012793176973,0.009263658185965121,0.6361,0.0035707952212912925,0.13124302434705215,0.0014862495658731036
28,0.6226012793176973,0.009000338644112343,0.6297,0.0033483436141886164,0.13154734329564738,0.0014492107627415627
29,0.6567164179104478,0.012459902058529322,0.639,0.0036908419160926985,0.13219592761574014,0.0014006678621381128
30,0.6396588486140725,0.01270476418544209,0.6315,0.0030760874580523243,0.13206581563265848,0.0013318904649485238
31,0.6375266524520256,0.012892645201252865,0.6404,0.00343626743492085,0.132560059904798,0.0012349044678191337
32,0.6439232409381663,0.013432150524574846,0.6377,0.003586798567935224,0.13271909745644406,0.0011677591980493935
33,0.6695095948827292,0.016449815475306936,0.6282,0.0037576588456111875,0.13368574131145153,0.0012555272232098514
34,0.6226012793176973,0.016721656775491135,0.6445,0.004806778959650849,0.13385897566641825,0.00128376271089432
35,0.652452025586354,0.016721656775491135,0.6334,0.004684615228032148,0.1335984660999607,0.0011176782233828038
36,0.5970149253731343,0.02023521736515665,0.6278,0.005108071719760286,0.13415212268387078,0.0010383705638540056
37,0.6162046908315565,0.01984146198142151,0.6377,0.005153014042190087,0.13416353230283204,0.0010046808993655297
38,0.6353944562899787,0.019474491308558113,0.6332,0.005168803432673736,0.13429942630183722,0.0009306830191583351
39,0.6268656716417911,0.019249389984783424,0.6369,0.004928362844858171,0.134498067057209,0.0008463668676629857
